"","estado","iniciado","completo","tempo","termo","idade","sexo","escolaridade","estadocivil","estadocivil.outros","formacao","ocupacao","ocupacao.outra","nomeservico","tempodeservico","religiao","religiao.outra","contatoanterior","lidadiretamente","lida.onde","lida.outros","motivocurso","motivo.outros","materialdidatico","prazoatividades","interacaopares","organizacaocurso","import.ajud.tutor","autoavaliacao","part.outrocurso","pp001","pp002","pp003","pp004","pp005","pp006","pp007","pp008","pp009","pp010","pp011","pp012","pp013","pp014","pp015","pp016","pp017","pp018","pp019","pp020","pp021","pp022","pp023","pp024","pp025","pp026","pp027","pp028","pp029","pp030","pp031","pp032","pp033","pp034","pp035","pp036","pp037"
"1626","Finalizadas","8 junho 2014  13:21","8 junho 2014  13:29","8 minutos 48 segundos","Sim","34","Feminino","Pós-graduação","Casado (a)","casada","matemática","Professor (a)","professora","professora","5","Católica","católica","Não","Sim","Escola","escola","Para aquisição de conhecimento na área","Aquisição de conhecimento na área","Adequado","Flexível","Importante","Organizado","Às vezes","Sim, considero","Sim","3","3","4","4","3","4","4","2","1","3","3","2","3","1","2","2","3","3","2","2","2","2","3","2","3","2","2","3","3","2","3","2","4","3","4","4","4"
"1627","Finalizadas","8 junho 2014  13:28","8 junho 2014  14:54","1 hora 25 minutos","Sim","32","Feminino","Pós-graduação","Casado (a)",NA,"Ciências Biológicas","Professor (a)",NA,NA,"9","Espírita",NA,"Sim","Sim","Escola",NA,"Outros","Vontade de estudar e me capacitar","Muito adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Não","2","4","5","5","4","4","5","2","3","3","2","2","4","3","3","2","5","3","2","3","3","2","3","2","2","3","2","2","3","4","2","3","2","2","4","3","5"
"1628","Finalizadas","8 junho 2014  13:30","8 junho 2014  13:47","17 minutos 39 segundos","Sim","30","Feminino","Pós-graduação","Casado (a)","sou casada","Licenciatura Plena em Matemática","Professor (a)","Professora","Professora","7","Evangélica","Evangélica","Sim","Sim","Amigos","Amigos","Para aquisição de conhecimento na área","Conhecimento na área","Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Não","2","5","5","5","4","5","5","2","2","4","4","4","4","3","4","2","4","2","4","4","4","4","5","1","2","1","3","1","4","4","4","4","2","2","2","2","5"
"1629","Finalizadas","8 junho 2014  13:32","8 junho 2014  13:51","18 minutos 52 segundos","Sim","39 anos","Feminino","Pós-graduação","Casado (a)","casado","pós Graduada","Professor (a)","professora",NA,"6 anos","Católica","Católica","Não","Sim","Amigos","Amigos","Para aquisição de conhecimento na área","Aquisição de conhecimento na area","Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Sim","2","4","4","4","5","4","4","2","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","4","4","4","4","4","4","4","4","2","2","2","2","3"
"1630","Finalizadas","8 junho 2014  13:33","8 junho 2014  13:56","23 minutos 8 segundos","Sim","34","Feminino","Ensino Superior Completo","Casado (a)",NA,"Normal Superior","Professor (a)","Interprte de Libras","Interprete","3 anos","Católica",NA,"Não","Sim","Escola",NA,"Identificação profissional com o tema","tentar axiloar os jovens para não s envolver com esses vicios","Adequado","Pouco flexível","Muito importante","Desorganizado","Sempre","Sim, considero","Sim","1","4","5","5","5","5","5","1","2","5","5","2","5","3","3","2","5","5","3","5","5","4","5","1","1","3","5","1","5","5","5","5","1","1","2","1","5"
"1631","Finalizadas","8 junho 2014  13:37","8 junho 2014  13:45","7 minutos 47 segundos","Sim","35","Feminino","Pós-graduação","Divorciado (a)",NA,"Língua Portuguesa - Literatura","Professor (a)",NA,"Professora","11 anos","Católica",NA,"Não","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Pouco flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","4","4","4","4","4","4","4","2","2","3","4","2","4","2","2","2","4","4","2","3","3","3","4","2","2","2","2",NA,"2","2","3","2","4","3","4","4","4"
"1632","Finalizadas","8 junho 2014  13:44","8 junho 2014  14:12","28 minutos 11 segundos","Sim","47","Feminino","Pós-graduação","Solteiro (a)","já respondi. solteira","Psicologia Clinica. Gestalt-terapeuta. Especialização em neuropsicologia clinica e educacional. Gastrônoma. Graduanda 4º período Pedagogia.","Outros","Secretaria Municipal de Educação.","Mediação e Conciliação","06","Espírita","já respondi acima.","Sim","Não","Outros","questionário falho... já respondi não na pergunta 18...","Por ser uma oportunidade de formação continuada","escolhi a letra G","Adequado","Flexível","Importante","Organizado","Às vezes","Sim, considero","Sim","1","5","5","5","4","5","2","1","2","4","4","2","5","4","4","2","5","1","2","4","2","2","4","1","1","4","2","1","4","4","4","4","1","1","1","1","4"
"1633","Em progresso","8 junho 2014  13:47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634","Finalizadas","8 junho 2014  13:50","8 junho 2014  14:19","28 minutos 54 segundos","Sim","57","Feminino","Ensino Superior Incompleto","Casado (a)","nao","Cursando o 7º periodo de computação","Professor (a)","nao tem","Professora auxiliar","22","Evangélica","nao","Não","Não","Outros","local de trabalho","Outros","caso necessario ajudar quem precisa","Adequado","Pouco flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","3","4","4","5","4","4","4","3","3","3","3","3","4","3","3","3","4","3","3","3","3","4","4","2","3","3","3","2","4","3","3","4","2","2","3","3","4"
"1635","Finalizadas","8 junho 2014  13:57","8 junho 2014  14:14","17 minutos 21 segundos","Sim","27 anos","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"Administração","Outros","Guarda Municipal","Secretaria de Segurança Publica de Belford Roxo","2 anos","Evangélica",NA,"Sim","Sim","Escola",NA,"Identificação profissional com o tema",NA,"Muito adequado","Pouco flexível","Muito importante","Organizado","Sempre","Sim, considero","Sim","1","5","4","4","4","5","4","2","3","4","3","5","4","3","3","3","5","2","3","4","5","4","5","1","1","3","4","1","4","5","5","4","1","1","1","1","4"
"1636","Finalizadas","8 junho 2014  13:58","8 junho 2014  14:25","26 minutos 35 segundos","Sim","34","Feminino","Pós-graduação","Solteiro (a)","solteiro","pós graduação","Outros","secretária escolar","administração escolar","8","Evangélica","evangelica","Sim","Sim","Escola","amigos","Para aquisição de conhecimento na área","interesse com tema","Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Sim","2","4","4","4","3","4","4","3","2","4","4","4","4","3","4","4","4","2","4","4","3","2","4","4","4","2","2","2","4","4","4","3","4","4","2","3","4"
"1637","Finalizadas","8 junho 2014  14:03","8 junho 2014  14:35","31 minutos 4 segundos","Sim","43","Feminino","Pós-graduação","Solteiro (a)","Solteira","Letras - Licenciatura Português / Inglês","Professor (a)","Tutora Presencial do Curso de Graduação Letras Inglês UFLA","Escola Estadual Sagrada Família","19","Católica","Católica","Sim","Sim","Escola","Comunidade","Para aquisição de conhecimento na área","Por ser um curso à distância","Adequado","Flexível","Importante","Muito organizado","Às vezes","Sim, considero","Sim","2","4","4","5","5","5","5","4","4","4","3","4","5","3","4","3","5","2","3","4","3","3","4","1","4","3","3","1","5","4","3","3","3","3","4","3","5"
"1638","Finalizadas","8 junho 2014  14:04","8 junho 2014  14:32","27 minutos 36 segundos","Sim","sessenta anos","Feminino","Pós-graduação","Casado (a)","sou casada.","Superior","Professor (a)","sou professora","Professora da Escola Estadual Professor Antonio Passos Silva.","vinte e tres","Católica","sempre fui católica.","Sim","Não",NA,NA,"Por ser uma oportunidade de formação continuada",NA,"Adequado","Pouco flexível","Importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","2","4","4","1","3","4","4","2","2","4","4","4","4","4","4","4","4","2","2","4","4","4","4","2","2","3","4","2","4","4","4","4","2","2","2","2","4"
"1639","Finalizadas","8 junho 2014  14:18","8 junho 2014  14:29","11 minutos 32 segundos","Sim","32 anos","Feminino","Pós-graduação","Divorciado (a)",NA,"Pedagogia e pós graduada em Educação Inclusiva","Professor (a)",NA,"Oficina de Orientação para estudos e pesquisa","10 anos","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Muito flexível","Muito importante","Muito organizado","Às vezes","Sim, considero","Sim","3","5","5","5","4","4","4","3","4","4","2","5","4","3","4","4","4","3","4","4","4","5","5","2","1","3","4","1","4","4","4","4","2","1","2","2","5"
"1640","Finalizadas","8 junho 2014  14:19","8 junho 2014  14:30","11 minutos 41 segundos","Sim","37 anos","Masculino","Pós-graduação","Solteiro (a)",NA,"Ciências Biológicas","Professor (a)",NA,"Professor Docente II","12 anos","Sem religião",NA,"Sim","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Adequado","Pouco flexível","Muito importante","Organizado","Às vezes","Sim, considero","Sim","3","3","3","4","3","4","3","3","2","4","3","3","3","3","3","3","4","3","4","3","3","3","3","3","2","2","3","2","3","3","3","3","2","2","3","3","4"
"1641","Em progresso","8 junho 2014  14:19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642","Finalizadas","8 junho 2014  14:21","8 junho 2014  14:54","32 minutos 44 segundos","Sim","48","Feminino","Pós-graduação","Solteiro (a)","Nenhum","Educação Física","Professor (a)","Nenhum","Professor Corporeidade e Saúde","24","Católica","Nenhuma","Sim","Sim","Escola","Vizinhos","Por ser uma oportunidade de formação continuada","Para aquisição de novos conhecimentos na área","Adequado","Flexível","Importante","Organizado","Às vezes","Sim, considero","Não","2","4","4","4","4","4","4","2","2","3","2","4","4","2","2","4","4","2","4","3","3","3","4","2","2","3","2","2","4","3","3","3","3","3","3","2","4"
"1643","Finalizadas","8 junho 2014  14:21","8 junho 2014  14:34","12 minutos 49 segundos","Sim","46","Masculino","Pós-graduação","Casado (a)","não","Matemática","Professor (a)","não","Professor","24","Católica","não","Não","Não","Outros","não","Para aquisição de conhecimento na área","não","Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Não","3","4","4","4","4","4","4","4","3","4","4","3","4","3","4","4","4","3","4","4","4","4","4","4","3","3","4","2","3","5","4","3","3","4","3","3","3"
"1644","Finalizadas","8 junho 2014  14:24","8 junho 2014  14:54","30 minutos 26 segundos","Sim","23","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"Letras","Professor (a)",NA,"PEB1A","1","Católica",NA,"Sim","Sim","Escola",NA,"Por ser uma oportunidade de formação continuada",NA,"Adequado","Pouco flexível","Importante","Organizado","Às vezes","Sim, considero","Não","1","5","5","5","4","4","5","2","3","5","5","4","5","4","4","3","5","1","5","5","4","4","5","1","1","4","4","1","5","5","5","5","1","1","1","1","5"
"1645","Finalizadas","8 junho 2014  14:26","8 junho 2014  14:49","22 minutos 23 segundos","Sim","40","Feminino","Ensino Superior Incompleto","Casado (a)","não","pedagogia","Professor (a)","do lar","professora de alfabetização","12","Evangélica","não tem","Sim","Sim","Amigos","comunidade","Para aquisição de conhecimento na área","Por ser uma oportunidade de formação continuada","Muito adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Não","1","4","4","4","4","4","4","2","2","4","4","4","4","4","4","4","4","1","4","4","4","4","4","1","3","4","4","2","4","4","4","4","2","2","2","2","4"
"1646","Finalizadas","8 junho 2014  14:31","8 junho 2014  15:00","29 minutos 24 segundos","Sim","27 anos","Feminino","Ensino Superior Completo","Casado (a)",NA,"Pedagogia Com Enfase em Ensino Religioso","Professor (a)",NA,"Escola da rede Estadual","5 anos","Evangélica",NA,"Não","Não",NA,NA,"Por ser uma oportunidade de formação continuada",NA,"Adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","2","4","4","4","3","4","4","3","2","4","4","3","4","3","4","3","4","2","4","4","4","3","4","2","3","2","3","2","4","4","4","4","2","2","2","2","3"
"1647","Finalizadas","8 junho 2014  14:34","8 junho 2014  14:48","14 minutos 37 segundos","Sim","48","Feminino","Pós-graduação","Casado (a)","não há","Pedagogia e Pós em Educação a Distância","Orientador (a)",NA,"Orientadora Educacional","20",NA,"Protestante","Não","Sim","Escola",NA,"Identificação profissional com o tema",NA,"Adequado","Pouco flexível","Importante","Desorganizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","1","5","5","4","4","5","5","1","3","4","3","3","5","2","4","3","5","1","3","4","4","4","5","1","1","4","3","4","4","4","4","4","1","1","2","2","4"
"1648","Finalizadas","8 junho 2014  14:36","8 junho 2014  14:52","15 minutos 59 segundos","Sim","48","Feminino","Pós-graduação","Casado (a)","casada","Letras com Especialização em Língua Inglesa - UFU","Professor (a)","professora","professor de ensino médio e fundamental","26","Espírita","espírita","Não","Não","Escola","escola e família","Identificação profissional com o tema","oportunidade de aprender  mais sobre o tema","Adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","4","4","4","5","5","5","5","1","2","2","3","3","4","2","3","3","4","4","4","4","4","4","5","2","2","3","4","2","4","3","2","2","2","2","2","2","5"
"1649","Finalizadas","8 junho 2014  14:36","8 junho 2014  15:15","38 minutos 3 segundos","Sim","46 anos de idade","Feminino","Ensino Superior Completo","Casado (a)","Casada","Graduada em Geografia  e  Normal Superior","Professor (a)","Professora Regente","Professora do Ensino Fundamental","15 anos de idade","Católica","Católica","Sim","Sim","Comunidade","Comunidade","Por ser uma oportunidade de formação continuada","Para adquirir maior conhecimento sobre o assunto, pois o mesmo faz parte dos temas transversais","Adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","1","5","5","5","5","5","1","1","2","5","5","4","4","4","2","4","4","4","4","4","5","4","4","1","2","2","4","1","4","4","4","4","2","2","2","2","5"
"1650","Finalizadas","8 junho 2014  14:39","8 junho 2014  15:02","22 minutos 9 segundos","Não","34","Feminino","Ensino Superior Completo","Casado (a)",NA,"História","Professor (a)",NA,NA,"14","Católica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Muito importante","Organizado","Sempre","Não, não considero","Não","2","4","4","5","5","5","5","1","2","3","4","2","5","2","2","2","5","3","2","4","2","4","4","2","2","4","2","2","4","3","3","3","2","2","4","4","2"
"1651","Finalizadas","8 junho 2014  14:40","8 junho 2014  15:50","1 hora 9 minutos","Sim","46 anos","Feminino","Ensino Superior Completo","Casado (a)",NA,"licenciatura em pedagogia","Professor (a)",NA,"centro de educação infantil barra alegre","8 anos","Católica",NA,"Não","Sim","Família",NA,"Identificação profissional com o tema",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","1","5","5","5","5","5","5","1","2","5","5","5","3","2","5","4","4","2","4","5","5","1","5","1","2","2","2","1","5","4","4","3","1","1","2","2","5"
"1652","Finalizadas","8 junho 2014  14:41","8 junho 2014  14:55","14 minutos 4 segundos","Sim","48","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"PEDAGOGIA","Outros","AUXILIAR DE ESCRITA","CRECHE FAVO DE MEL","15","Católica",NA,"Sim","Sim","Comunidade","Família e amigos.","Por ser uma oportunidade de formação continuada","Também as letras a,b e c.","Muito adequado","Muito flexível","Muito importante","Muito organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais","Sim","2","5","5","5","5","5","5","3","3","3","4","4","4","3","3","4","4","2","4","3","4","4","5","1","2","3","3","2","4","3","4","3","2","2","2","2","4"
"1653","Finalizadas","8 junho 2014  14:42","8 junho 2014  15:17","35 minutos 36 segundos","Sim","48","Feminino","Ensino Superior Completo","Casado (a)",NA,"licenciatura plena em matemática","Professor (a)",NA,"Professora","11 anos","Católica",NA,"Não","Sim","Escola",NA,"Identificação profissional com o tema",NA,"Adequado","Flexível","Importante","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais","Não","3","4","4","4","3","4","4","2","2","4","3","3","3","3","3","3","3","3","3","4","4","2","4","2","3","3","3","2","4","4","4","4","3","3","3","2","4"
"1654","Finalizadas","8 junho 2014  14:42","8 junho 2014  15:00","18 minutos 18 segundos","Sim","45","Feminino","Pós-graduação","Solteiro (a)","solteira","Professora","Professor (a)",NA,"Docente","16","Evangélica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Pouco flexível","Pouco importante","Desorganizado","Sempre","Não, não considero","Sim","1","4","4","5","4","4","2","3","2","4","4","2","4","2","4","2","4","4","3","4","4","4","4","2","2","2","4","2","3","4","4","2","1","2","4","2","5"
"1655","Finalizadas","8 junho 2014  14:44","15 junho 2014  12:51","6 dias 22 horas","Sim","26","Feminino","Ensino Superior Completo","União Estável",NA,"Pedagogia","Professor (a)",NA,"Professora","3","Católica",NA,"Não","Não","Outros",NA,"Por ser uma oportunidade de formação continuada",NA,"Muito adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Não","2","4","4","4","3","4","4","2","2","4","4","2","4","2","4","2","4","2","2","4","3","3","4","2","2","2","2","2","2","4","4","4","2","3","3","3","4"
"1656","Finalizadas","8 junho 2014  14:54","8 junho 2014  15:16","21 minutos 11 segundos","Sim","28","Masculino","Pós-graduação","União Estável","casado","Superior","Supervisor (a)","Mediador de conhecimento em Língua Portuguesa e Literaturas da Língua","Professor/Supervisor","6","Católica","não","Sim","Sim","Escola","comunidade","Para aquisição de conhecimento na área","por ser uma oportunidade de formação continuada","Adequado","Pouco flexível","Muito importante","Desorganizado","Sempre","Sim, considero","Sim","1","4","2","5","5","1","4","1","2","5","5","5","5","4","2","4","4","2","4","5","4","5","5","2","3","3","4","1","5","5","3","4","2","2","2","2","4"
"1657","Finalizadas","8 junho 2014  14:56","8 junho 2014  15:25","28 minutos 32 segundos","Sim","57","Feminino","Pós-graduação","Solteiro (a)",NA,NA,"Professor (a)",NA,NA,"37","Evangélica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Não","2","4","4","5","2","5","5","1","2","4","3","3","3","2","3","3","4","2","3","3","3","3","4","2","2","2","2","2","4","3","3","2","4","2","3","2","4"
"1658","Finalizadas","8 junho 2014  14:59","8 junho 2014  15:17","18 minutos 9 segundos","Sim","39","Feminino","Pós-graduação","Solteiro (a)","...","SERVIÇO SOCIAL","Outros","ASSISTENTE SOCIAL","PREFEITURA MUNICIPAL","5","Católica","...","Sim","Sim","Serviços de saúde","CAPS","Outros","capacitação e aproximação com o conteúdo ofertado aos professores para construção de plano de trabalho","Adequado","Pouquíssimo flexível","Importante","Organizado","Às vezes","Não, não considero","Sim","3","3","5","5","4","5","5","1","4","3","3","3","5","5","3","3","5","3","5","5","3","3","3","1","1","4","3","5","3","4","4","3","1","1","1","1","5"
"1659","Finalizadas","8 junho 2014  15:02","8 junho 2014  15:22","19 minutos 47 segundos","Sim","52","Feminino","Pós-graduação","Casado (a)","casada","Letras(Português e Inglês) e Educação Especial.","Professor (a)","Professora de linguagem(AEE)","Escola Municipal","28","Evangélica","Presbiteriana","Sim","Sim","Família","e comunidade","Por ser uma oportunidade de formação continuada","A escola não ter um projeto sobre o assunto","Muito adequado","Muito flexível","Importante","Muito organizado","Sempre","Sim, considero","Não","1","5","5","5","5","5","5","1","5","5","5","5","5","5","5","5","5","1","5","5","5","4","5","1","1","4","5","1","5","5","5","5","1","1","1","1","5"
"1660","Finalizadas","8 junho 2014  15:02","8 junho 2014  15:25","22 minutos 44 segundos","Sim","34","Feminino","Pós-graduação","Casado (a)","não","Graduação:Normal Superior / Pós-graduação: Supervisão Escolar, Inspeção Escolar, Inclusão Escolar e Gestão Escolar","Outros","Analista do Programa de Intervenção Pedagógica","Secretaria de Educação","14","Católica","não","Sim","Sim","Escola","não","Identificação profissional com o tema","Por eu já ter feito uma formação PEAS(Programa de Educação Afetivo/Sexual) e ser uma facilitadora deste programa","Muito adequado","Flexível","Importante","Muito organizado","Sempre","Sim, considero","Sim","2","4","5","5","4","4","4","2","2","4","3","4","4","3","2","4","4","2","4","4","4","4","4","2","1","3","4","1","4","4","4","4","2","2","2","2","4"
"1661","Finalizadas","8 junho 2014  15:06","8 junho 2014  15:24","18 minutos 57 segundos","Sim","41","Feminino","Pós-graduação","Casado (a)","não tenho outro estado civil","Pós-graduada em Letras","Professor (a)","não tenho outra opção","Professor de Ensino Fundamental anos iniciais, 1º ano e Professora de Língua Portuguesa","14","Católica","sou católica","Sim","Sim","Escola","Não tem","Para aquisição de conhecimento na área","Para poder orientar melhor meus alunos","Muito adequado","Flexível","Importante","Organizado","Às vezes","Sim, considero","Sim","2","5","5","5","5","5","5","3","2","4","4","4","4","2","4","3","4","2","4","4","4","4","5","2","1","3","4","2","4","4","4","4","1","1","2","2","4"
"1662","Finalizadas","8 junho 2014  15:07","8 junho 2014  15:28","21 minutos 13 segundos","Sim","32","Feminino","Ensino Superior Completo","Casado (a)",NA,"Letras","Outros","Professor Intérprete de Libras","Escola Estadual José Eduardo Aquino / Escola Estadual Coronel João Cândido de Aguiar","11","Católica",NA,"Sim","Sim","Comunidade",NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","3","4","4","4","4","4","4","3","3","4","4","4","3","4","4","4","4","3","4","4","4","4","3","2","3","3","3","3","3","4","4","4","2","2","3","3","3"
"1663","Finalizadas","8 junho 2014  15:08","8 junho 2014  15:30","22 minutos 21 segundos","Sim","54 anos","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"Graduação em serviço social","Outros","agente de serviço de saúde do municipio que atua no PSE na escola","Centro de saúde Alto Vera Cruz","24 anos","Católica",NA,"Sim","Sim","Outros","todos o sitens acima e em grupos de mutuo ajuda","Outros","a escola me idincou para fazer um plano de ação para trabalho em rede","Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","1","4","4","4","2","2","4","1","4","4","4","4","4","4","1","4","4","1","4","4","4","3","3","1","1","3","3","5","3","5","5","4","1","1","1","2","2"
"1664","Finalizadas","8 junho 2014  15:10","8 junho 2014  15:29","18 minutos 27 segundos","Sim","55","Feminino","Pós-graduação","Casado (a)",NA,NA,"Professor (a)",NA,"Escola Estadual Professora Geralda Eugenia da Silva","18","Católica",NA,"Sim","Sim","Escola",NA,"Por ser uma oportunidade de formação continuada",NA,"Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","1","5","5","5","5","5","5","1","5","5","5","5","5","5","5","5","5","1","5","5","5","5","5","5","1","5","5","1","5","5","5","5","1","1","1","1","1"
"1665","Finalizadas","8 junho 2014  15:11","8 junho 2014  16:39","1 hora 28 minutos","Sim","49","Feminino","Pós-graduação","Divorciado (a)","Não","Normal superior","Professor (a)","Não","Professor","8","Católica","Não","Não","Sim","Escola","Não","Para aquisição de conhecimento na área","Ampliar os conhecimentos sobre o assunto","Muito adequado","Muito flexível","Muito importante","Organizado","Às vezes","Sim, considero","Sim","2","4","5","5","5","4","2","2","2","5","5","4","5","3","4","2","5","2","5","5","5","4","5","2","2","2","5","2","4","5","5","4","2","2","1","1","5"
"1666","Finalizadas","8 junho 2014  15:11","8 junho 2014  15:29","18 minutos 49 segundos","Sim","59","Feminino","Pós-graduação","Viúvo (a)","não","superior","Coordenador (a) Pedagógico","professor","regente","21","Católica","não","Sim","Não","Família","não","Para aquisição de conhecimento na área","para entender melhor e poder ajudar aos alunos.","Adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","2","4","4","4","4","4","4","2","2","4","4","4","4","2","4","3","4","2","4","4","4","4","4","2","2","2","4","2","4","4","3","4","2","2","2","2","4"
"1667","Finalizadas","8 junho 2014  15:12","8 junho 2014  15:37","24 minutos 15 segundos","Sim","44","Feminino","Pós-graduação","Casado (a)","Não","Normal Superior e pedagogia","Professor (a)","Bibliotecária","Regente de turma","20","Católica","Não","Não","Sim","Família","Não","Por ser uma oportunidade de formação continuada","Não","Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","2","4","4","5","4","5","5","1","2","4","4","4","5","4","5","4","4","2","5","4","4","4","4","1","2","2","2","1","4","4","4","4","1","2","2","2","4"
"1668","Finalizadas","8 junho 2014  15:14","8 junho 2014  15:33","18 minutos 18 segundos","Sim","54","Feminino","Pós-graduação","Divorciado (a)","c","especialização","Diretor (a)","professor","escola","24","Católica","catolica","Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Pouco flexível","Importante","Organizado","Sempre","Não, não considero","Sim","2","4","4","4","4","4","4","2","2","4","4","4","4","2","4","4","4","2","4","4","4","4","4","2","4","2","2","2","4","4","4","4","2","2","4","4","4"
"1669","Finalizadas","8 junho 2014  15:15","8 junho 2014  15:26","11 minutos 17 segundos","Sim","39","Feminino","Pós-graduação","Casado (a)",NA,"ciências Biológicas","Professor (a)",NA,"E.E. Professora Geralda Eugênia da Silva","18","Católica",NA,"Sim","Sim","Escola",NA,"Identificação profissional com o tema",NA,"Adequado","Muito flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","1","5","5","5","5","5","5","1","2","4","4","4","5","4","4","4","5","1","4","4","4","4","5","1","1","1","4","1","4","4","4","4","2","2","2","2","4"
"1670","Finalizadas","8 junho 2014  15:15","8 junho 2014  15:42","26 minutos 35 segundos","Sim","30","Feminino","Ensino Superior Incompleto","Casado (a)",NA,"Normal à Nível Médio","Outros","Auxiliar de Secretária Escolar",NA,"2","Evangélica",NA,"Não","Sim","Família",NA,"Por ser uma oportunidade de formação continuada",NA,"Muito adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","2","4","4","4","4","4","4","4","2","3","4","3","4","2","4","3","4","2","4","4","4","4","4","3","2","3","3","2","4","4","4","4","2","2","2","2","4"
"1671","Finalizadas","8 junho 2014  15:15","8 junho 2014  15:41","25 minutos 48 segundos","Sim","63","Feminino","Pós-graduação","Solteiro (a)","Não","Normal superior","Professor (a)","Não","Professora","22","Católica","Não","Não","Sim","Escola","Não","Para aquisição de conhecimento na área","Ampliar os conhecimentos","Muito adequado","Muito flexível","Importante","Organizado","Às vezes","Sim, considero","Sim","1","5","5","5","5","4","5","1","2","5","5","4","5","4","5","2","5","1","5","5","5","4","5","1","1","3","5","5","5","5","5","5","1","1","1","1","5"
"1672","Finalizadas","8 junho 2014  15:21","16 junho 2014  16:19","8 dias","Sim","30","Feminino","Ensino Superior Completo","União Estável","União estavel","Superior completo","Professor (a)","Professor regente de ciências","Professor regente","4","Sem religião","Ateia","Sim","Sim","Amigos","Escola","Para aquisição de conhecimento na área","Por ser uma oportunidade de formação continuada","Adequado","Pouco flexível","Importante","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais","Não","2","4","4","4","2","5","5","2","2","4","3","2","4","2","2","2","4","5","3","2","2","1","5","2","2","2","2","1","2","3","3","4","4","4","4","4","5"
